1000.0,1,1,1164.154336772434,1674855.7488741225,0.0006950773746067399
1000.0,1,20,0.005562278267614812,8.002387174178724,3.4753868730336966e-05
1000.0,20,20,1138.9123950863889,1638540.4513141548,0.0006816470660125981
1000.0,20,40,403.7127628889715,580817.0106491848,0.0003408235330062991
1000.0,40,40,1138.246479312234,1637582.4057806893,0.00068129363683916
1000.0,40,60,679.00586764181,976878.1037161152,0.0004541957578927729
1000.0,60,60,1138.0244663749531,1637262.9982652217,0.000681175827114644
1000.0,60,80,801.9620843980238,1153773.8296427135,0.0005108818703359843
1000.0,80,80,1137.9134775820814,1637103.3199374177,0.0006811169222523526
1000.0,80,100,872.3117033402388,1254985.0350599769,0.0005448935378018825
1000.0,100,100,1137.84688228908,1637007.5100384993,0.0006810815793350327
