1.0,0.0,0.0
1.1911031332830069,0.0,0.0
1.4187266741165965,0.0,0.0
1.6898497868124573,0.0,0.0
2.012785375849939,0.0,0.0
2.397434967801077,0.0,0.0
2.8555923019901077,0.0,0.0
3.401304938279252,0.0,0.0
4.051304969235381,0.0,0.0
4.8255220427412775,0.0,0.0
5.747694424835353,0.0,0.0
6.846096838574658,0.0,0.0
8.154407395185162,0.0,0.0
9.71274019847117,0.0,0.0
11.568875283162827,0.0,0.0
13.779723598335575,0.0,0.0
16.41307195375129,0.0,0.0
19.549661430912604,0.0,0.0
23.285662984981954,0.0,0.0
27.73562614198415,0.0,0.0
33.035991201283395,0.0,0.0
39.349272630958495,0.0,0.0
46.86904192314192,0.0,0.0
55.82586268862695,0.0,0.0
66.49435996665045,0.0,0.0
79.20164050192552,0.0,0.0
94.3373221629978,0.0,0.0
112.36548001387516,0.0,0.0
133.83887531737577,0.0,0.0
159.41590374559996,0.0,0.0
189.88078244652633,0.0,0.0
226.16759492228647,0.0,0.0
269.3889309590173,0.0,0.0
320.869999737045,0.0,0.0
382.1892620633119,0.0,0.0
455.22682755073095,0.0,0.0
542.2221006501586,0.0,0.0
645.8424430196978,0.0,0.0
769.2649574879146,0.0,0.0
916.2739011886741,0.0,0.0
1091.376714651274,0.0,0.0
1299.9422244132463,0.0,0.0
1548.365256585499,0.0,0.0
1844.2627085855347,0.0,0.0
2196.7070907932352,0.0,0.0
2616.504698748821,0.0,0.0
3116.52694492943,0.0,0.0
3712.105009066361,0.0,0.0
4421.499907374487,0.0,0.0
5266.462393484281,0.0,0.0
6272.89985819625,0.0,0.0
7471.670675868082,0.0,0.0
8899.530352885233,0.0,0.0
10600.258488068825,0.0,0.0
12626.001098748577,0.0,0.0
15038.869469554102,0.0,0.0
17912.844546220058,0.0,0.0
21336.04526501411,0.0,0.0
25413.43036702639,0.0,0.0
30270.016537634616,0.0,0.0
36054.71154250506,0.0,0.0
42944.87988789272,0.0,0.0
51151.78099293145,0.0,0.0
60927.04661368674,0.0,0.0
72570.39612324216,0.0,0.0
86438.8262059828,0.0,0.0
102957.55673125127,0.0,0.0
122633.06841775644,0.0,0.0
146068.6320364989,0.0,0.0
173982.8052930366,0.0,0.0
207231.46452190296,0.0,0.0
246834.0467068651,0.0,0.0
294004.80643347075,0.0,0.0
350190.0461431713,0.0,0.0
417112.46120565163,0.0,0.0
496823.95947343874,0.0,0.0
591768.5748188831,0.0,0.0
704857.4036451903,0.0,0.0
839557.8619995121,0.0,0.0
1000000.0,0.0,0.0
