1000.0,1,1,1245.7891091569422,1792302.7775077892,0.0006950773746438208
1000.0,1,20,0.006472873695518503,186.2490114546233,3.475386873178395e-05
1000.0,20,20,1142.9220720106325,1676706.508393228,0.0006816470660126941
1000.0,20,40,405.2510281827031,1189034.761209143,0.0003408235330063847
1000.0,40,40,1140.2503452299825,1673654.7702393257,0.000681293636839413
1000.0,40,60,680.2395747042607,1497679.2778961477,0.00045419575789271886
1000.0,60,60,1139.3601875944296,1672637.4340389003,0.0006811758271146834
1000.0,60,80,802.9213264339932,1571637.9324763636,0.0005108818703356593
1000.0,80,80,1138.9151665200866,1672128.7187415897,0.0006811169222529777
1000.0,80,100,873.089939759709,1602312.8908468632,0.000544893537802257
1000.0,100,100,1138.648180163097,1671823.4859240928,0.0006810815793353415
