1000.0,1,1,1164.1543306185208,1674855.740020557
1000.0,1,20,0.0055622782835764144,8.002387197142502
1000.0,20,20,1138.9123981074647,1638540.4556605427
1000.0,20,40,403.71276274464486,580817.0104415438
1000.0,40,40,1138.2464733565378,1637582.3972122963
1000.0,40,60,679.0058690167929,976878.1056942877
1000.0,60,60,1138.0244815524873,1637263.0201009694
1000.0,60,80,801.9620808726698,1153773.8245708265
1000.0,80,80,1137.9134767770154,1637103.3187791782
1000.0,80,100,872.3121232730733,1254985.639212622
1000.0,100,100,1137.8468667750824,1637007.4877186855
